blackout-images\image1_Blackout_LeftEyeBrow.jpg;81
blackout-images\image1_Blackout_RightyeBrow.jpg;117
blackout-images\image1_Blackout_LeftEye.jpg;0
blackout-images\image1_Blackout_RightEye.jpg;0
blackout-images\image1_Blackout_Nose.jpg;481
blackout-images\image1_Blackout_Mouth.jpg;164
blackout-images\image1_Blackout_UpperLip.jpg;119
blackout-images\image1_Blackout_LowerLip.jpg;120
blackout-images\image1_Blackout_Nasal.jpg;397
blackout-images\image1_Blackout_RightOrbital.jpg;221
blackout-images\image1_Blackout_LeftOrbital.jpg;202
blackout-images\image1_Blackout_Mental.jpg;1197
blackout-images\image1_Blackout_RightBuccal.jpg;852
blackout-images\image1_Blackout_LeftBuccal.jpg;846
blackout-images\image1_Blackout_RightZygoInfraParo.jpg;827
blackout-images\image1_Blackout_LeftZygoInfraParo.jpg;785
blackout-images\image2_Blackout_LeftEyeBrow.jpg;94
blackout-images\image2_Blackout_RightyeBrow.jpg;91
blackout-images\image2_Blackout_LeftEye.jpg;92
blackout-images\image2_Blackout_RightEye.jpg;21
blackout-images\image2_Blackout_Nose.jpg;697
blackout-images\image2_Blackout_Mouth.jpg;199
blackout-images\image2_Blackout_UpperLip.jpg;143
blackout-images\image2_Blackout_LowerLip.jpg;326
blackout-images\image2_Blackout_Nasal.jpg;452
blackout-images\image2_Blackout_RightOrbital.jpg;153
blackout-images\image2_Blackout_LeftOrbital.jpg;244
blackout-images\image2_Blackout_Mental.jpg;1317
blackout-images\image2_Blackout_RightBuccal.jpg;346
blackout-images\image2_Blackout_LeftBuccal.jpg;785
blackout-images\image2_Blackout_RightZygoInfraParo.jpg;590
blackout-images\image2_Blackout_LeftZygoInfraParo.jpg;1280
blackout-images\image3_Blackout_LeftEyeBrow.jpg;292
blackout-images\image3_Blackout_RightyeBrow.jpg;20
blackout-images\image3_Blackout_LeftEye.jpg;0
blackout-images\image3_Blackout_RightEye.jpg;0
blackout-images\image3_Blackout_Nose.jpg;704
blackout-images\image3_Blackout_Mouth.jpg;0
blackout-images\image3_Blackout_UpperLip.jpg;93
blackout-images\image3_Blackout_LowerLip.jpg;120
blackout-images\image3_Blackout_Nasal.jpg;494
blackout-images\image3_Blackout_RightOrbital.jpg;0
blackout-images\image3_Blackout_LeftOrbital.jpg;0
blackout-images\image3_Blackout_Mental.jpg;1149
blackout-images\image3_Blackout_RightBuccal.jpg;765
blackout-images\image3_Blackout_LeftBuccal.jpg;628
blackout-images\image3_Blackout_RightZygoInfraParo.jpg;576
blackout-images\image3_Blackout_LeftZygoInfraParo.jpg;388
